transaction_id,customer_id,amount,direction,payee,mcc,category,lat,lng,device_id,ts,status,fraud_score,fraud_type,fraud_reason,is_new_payee,distance_from_previous_km,transactions_last_2m,transactions_last_1h,transactions_last_24h,hour_ist,is_night,same_device,velocity_2m,account_balance_before,account_balance_after
txn-0005-0004,customer-0005,410,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-28T10:48:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,65000,65000
txn-0005-0005,customer-0005,425,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-27T12:11:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,65000,65000
txn-0005-0006,customer-0005,440,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-26T10:28:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,65000,65000
txn-0005-0007,customer-0005,455,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-25T12:45:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,65000,65000
txn-0005-0008,customer-0005,470,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-24T09:19:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,65000,65000
txn-0005-0009,customer-0005,6200,debit,Emi,,EMI,23.0225,72.5714,device-0005,2026-08-23T11:30:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,65000,65000
txn-0005-0010,customer-0005,500,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-22T13:02:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,65000,65000
txn-0005-0011,customer-0005,515,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-21T13:58:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,65000,65000
txn-0005-0012,customer-0005,530,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-20T12:15:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,65000,65000
txn-0005-0013,customer-0005,545,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-19T10:11:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,65000,65000
txn-0005-0014,customer-0005,560,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-18T11:51:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,65000,65000
txn-0005-0015,customer-0005,575,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-17T09:33:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,65000,65000
txn-0005-0016,customer-0005,590,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-16T12:19:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,65000,65000
txn-0005-0017,customer-0005,605,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-15T11:04:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,65000,65000
txn-0005-0018,customer-0005,620,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-14T09:24:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,65000,65000
txn-0005-0019,customer-0005,635,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0005,2026-08-13T13:08:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,65000,65000
txn-0006-0000,customer-0006,28000,credit,Salary,,SALARY,23.0225,72.5714,device-0006,2026-09-01T13:53:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,42000,42000
txn-0006-0001,customer-0006,365,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-31T12:50:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,42000,42000
txn-0006-0002,customer-0006,380,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-30T09:54:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,42000,42000
txn-0006-0003,customer-0006,395,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-29T12:17:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,42000,42000
txn-0006-0004,customer-0006,410,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-28T12:14:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,42000,42000
txn-0006-0005,customer-0006,425,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-27T10:10:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,42000,42000
txn-0006-0006,customer-0006,440,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-26T13:33:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,42000,42000
txn-0006-0007,customer-0006,455,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-25T11:43:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,42000,42000
txn-0006-0008,customer-0006,470,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-24T11:26:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,42000,42000
txn-0006-0009,customer-0006,6200,debit,Emi,,EMI,23.0225,72.5714,device-0006,2026-08-23T13:05:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,42000,42000
txn-0006-0010,customer-0006,500,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-22T11:09:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,42000,42000
txn-0006-0011,customer-0006,515,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-21T09:46:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,42000,42000
txn-0006-0012,customer-0006,530,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-20T10:31:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,42000,42000
txn-0006-0013,customer-0006,545,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-19T10:46:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,42000,42000
txn-0006-0014,customer-0006,560,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-18T09:30:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,42000,42000
txn-0006-0015,customer-0006,575,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-17T10:39:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,42000,42000
txn-0006-0016,customer-0006,590,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-16T09:15:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,42000,42000
txn-0006-0017,customer-0006,605,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-15T12:55:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,42000,42000
